Período,Região,Grupo Terapêutico,Encargos SNS (Ambulatório)
2021-01,Algarve,Medicação antialérgica,16000.4
2021-01,Alentejo,Aparelho cardiovascular,1054126.25
2021-01,Alentejo,Correctivos da volémia e das alterações electrolíticas,421.71
2021-01,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1385568.51
2021-01,Alentejo,Medicamentos anti-infecciosos,91606.45
2021-01,Alentejo,Medicamentos usados no tratamento de intoxicações,2642.37
2021-01,Alentejo,Não Carregado,160.62
2021-02,Norte,Aparelho cardiovascular,5769077.0
2021-02,Norte,Nutrição e metabolismo,115405.0
2021-02,Norte,Sistema nervoso central,6507078.0
2021-02,Lisboa,Aparelho respiratório,2676115.0
2021-02,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,9896733.0
2021-02,Lisboa,Medicamentos antineoplásicos e imunomoduladores,208807.0
2021-02,Centro,Aparelho digestivo,711201.0
2021-02,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7529951.0
2021-02,Centro,Medicamentos usados em afecções oculares,621807.0
2021-02,Centro,Medicamentos usados em afecções otorrinolaringológicas,53890.0
2021-02,Centro,Medicamentos usados no tratamento de intoxicações,13814.0
2021-02,Centro,Nutrição e metabolismo,75110.0
2021-02,Centro,Sistema nervoso central,5524836.0
2021-02,Algarve,Aparelho digestivo,105045.0
2021-02,Algarve,Aparelho geniturinário,60070.0
2021-02,Algarve,Medicamentos antineoplásicos e imunomoduladores,24334.0
2021-02,Alentejo,Aparelho digestivo,134231.0
2021-02,Alentejo,Correctivos da volémia e das alterações electrolíticas,586.0
2021-02,Alentejo,Medicamentos usados em afecções cutâneas,26356.0
2021-02,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,8819.0
2021-02,Alentejo,Nutrição e metabolismo,12181.0
2021-02,Alentejo,Sistema nervoso central,1074180.0
2021-03,Norte,Aparelho respiratório,2753257.01
2021-03,Lisboa,Aparelho digestivo,1123571.31
2021-03,Lisboa,Aparelho respiratório,2885711.63
2021-03,Lisboa,Correctivos da volémia e das alterações electrolíticas,2544.16
2021-03,Lisboa,Medicamentos anti-infecciosos,940537.97
2021-03,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,162834.4
2021-03,Centro,Aparelho digestivo,805641.82
2021-03,Centro,Aparelho geniturinário,506651.99
2021-03,Centro,Medicamentos antineoplásicos e imunomoduladores,128057.39
2021-03,Algarve,Aparelho locomotor,192686.4
2021-03,Algarve,Medicamentos anti-infecciosos,116343.57
2021-03,Algarve,Medicamentos antineoplásicos e imunomoduladores,25387.28
2021-03,Algarve,Não Carregado,302.47
2021-03,Alentejo,Aparelho locomotor,170205.71
2021-03,Alentejo,Medicamentos usados em afecções cutâneas,30621.06
2021-03,Alentejo,Sangue,629594.15
2021-04,Norte,Aparelho respiratório,2596759.0
2021-04,Norte,Nutrição e metabolismo,113085.0
2021-04,Lisboa,Aparelho cardiovascular,6557768.0
2021-04,Lisboa,Aparelho digestivo,1065675.0
2021-04,Lisboa,Medicação antialérgica,194109.0
2021-04,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,160833.0
2021-04,Lisboa,Nutrição e metabolismo,93444.0
2021-04,Lisboa,Sangue,4610761.0
2021-04,Lisboa,Vacinas e imunoglobulinas,28231.0
2021-04,Centro,Medicamentos antineoplásicos e imunomoduladores,125246.0
2021-04,Centro,Vacinas e imunoglobulinas,21669.0
2021-04,Algarve,Aparelho geniturinário,63882.0
2021-04,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1276026.0
2021-04,Alentejo,Medicamentos antineoplásicos e imunomoduladores,21497.0
2021-04,Alentejo,Medicamentos usados no tratamento de intoxicações,3057.0
2021-04,Alentejo,Nutrição e metabolismo,12990.0
2021-05,Norte,Aparelho cardiovascular,6343811.65
2021-05,Norte,Medicação antialérgica,150825.7
2021-05,Norte,Medicamentos usados no tratamento de intoxicações,19822.57
2021-05,Norte,Sistema nervoso central,7023489.76
2021-05,Lisboa,Medicamentos usados em afecções cutâneas,408519.0
2021-05,Lisboa,Medicamentos usados em afecções oculares,965411.36
2021-05,Algarve,Aparelho respiratório,240497.35
2021-05,Algarve,Medicamentos usados em afecções oculares,92727.2
2021-05,Algarve,Medicamentos usados em afecções otorrinolaringológicas,19344.02
2021-05,Alentejo,Aparelho cardiovascular,1036789.34
2021-05,Alentejo,Aparelho digestivo,144406.57
2021-05,Alentejo,Aparelho respiratório,276446.26
2021-05,Alentejo,Correctivos da volémia e das alterações electrolíticas,401.19
2021-05,Alentejo,Medicamentos antineoplásicos e imunomoduladores,19209.5
2021-05,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,18906.63
2021-06,Norte,Aparelho geniturinário,530088.91
2021-06,Lisboa,Aparelho locomotor,1176483.87
2021-06,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,167906.71
2021-06,Lisboa,Medicamentos usados no tratamento de intoxicações,39651.96
2021-06,Centro,Aparelho respiratório,1738748.61
2021-06,Centro,Material de penso, hemostáticos locais, gases medicinais e outros produtos,44.56
2021-06,Centro,Medicamentos antineoplásicos e imunomoduladores,121278.55
2021-06,Centro,Sangue,4195258.89
2021-06,Centro,Sistema nervoso central,5938212.11
2021-06,Centro,Vacinas e imunoglobulinas,23327.66
2021-06,Algarve,Medicação antialérgica,21301.72
2021-06,Algarve,Medicamentos antineoplásicos e imunomoduladores,27310.49
2021-06,Algarve,Medicamentos usados em afecções otorrinolaringológicas,13767.82
2021-06,Algarve,Medicamentos usados no tratamento de intoxicações,12301.21
2021-06,Algarve,Nutrição e metabolismo,10800.61
2021-06,Alentejo,Correctivos da volémia e das alterações electrolíticas,374.49
2021-06,Alentejo,Medicamentos antineoplásicos e imunomoduladores,19056.29
2021-07,Norte,Medicação antialérgica,162162.14
2021-07,Lisboa,Aparelho geniturinário,523080.95
2021-07,Lisboa,Aparelho locomotor,1273521.09
2021-07,Lisboa,Correctivos da volémia e das alterações electrolíticas,2750.0
2021-07,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,11971583.56
2021-07,Lisboa,Vacinas e imunoglobulinas,33992.86
2021-07,Centro,Aparelho cardiovascular,5923699.69
2021-07,Centro,Aparelho geniturinário,509351.64
2021-07,Centro,Aparelho locomotor,958069.95
2021-07,Centro,Aparelho respiratório,1860589.54
2021-07,Algarve,Aparelho respiratório,253034.52
2021-07,Algarve,Medicamentos usados em afecções otorrinolaringológicas,14313.62
2021-07,Algarve,Medicamentos usados no tratamento de intoxicações,15580.28
2021-07,Algarve,Nutrição e metabolismo,10491.15
2021-07,Algarve,Sangue,635868.22
2021-07,Alentejo,Aparelho cardiovascular,1108795.6
2021-07,Alentejo,Aparelho locomotor,169238.53
2021-07,Alentejo,Correctivos da volémia e das alterações electrolíticas,381.32
2021-07,Alentejo,Medicamentos usados em afecções cutâneas,32343.72
2021-07,Alentejo,Medicamentos usados em afecções oculares,104933.2
2021-07,Alentejo,Nutrição e metabolismo,13860.02
2021-07,Alentejo,Sistema nervoso central,1227581.69
2021-08,Norte,Aparelho respiratório,2546575.62
2021-08,Norte,Medicamentos usados em afecções cutâneas,326212.22
2021-08,Norte,Vacinas e imunoglobulinas,54465.92
2021-08,Lisboa,Correctivos da volémia e das alterações electrolíticas,2707.57
2021-08,Lisboa,Material de penso, hemostáticos locais, gases medicinais e outros produtos,11.7
2021-08,Lisboa,Medicamentos anti-infecciosos,907980.89
2021-08,Lisboa,Medicamentos antineoplásicos e imunomoduladores,198215.45
2021-08,Lisboa,Medicamentos usados em afecções oculares,856431.33
2021-08,Centro,Medicamentos anti-infecciosos,616613.06
2021-08,Centro,Medicamentos antineoplásicos e imunomoduladores,128404.87
2021-08,Centro,Medicamentos usados no tratamento de intoxicações,21939.1
2021-08,Algarve,Medicamentos usados em afecções otorrinolaringológicas,13539.25
2021-08,Alentejo,Aparelho geniturinário,68125.62
2021-08,Alentejo,Aparelho respiratório,245078.4
2021-08,Alentejo,Medicação antialérgica,20125.35
2021-08,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,9444.57
2021-09,Alentejo,Aparelho respiratório,251226.44
2021-09,Alentejo,Correctivos da volémia e das alterações electrolíticas,456.91
2021-09,Alentejo,Medicação antialérgica,19759.82
2021-09,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,11591.47
2021-09,Alentejo,Sangue,635610.34
2021-09,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1416826.67
2021-09,Algarve,Medicamentos antineoplásicos e imunomoduladores,24062.08
2021-09,Algarve,Medicamentos usados em afecções otorrinolaringológicas,12050.62
2021-09,Algarve,Medicamentos usados no tratamento de intoxicações,14359.66
2021-09,Centro,Aparelho locomotor,932737.13
2021-09,Centro,Medicação antialérgica,101304.6
2021-09,Centro,Medicamentos usados em afecções cutâneas,228293.82
2021-09,Centro,Nutrição e metabolismo,69201.42
2021-09,Lisboa,Aparelho cardiovascular,6631287.41
2021-09,Lisboa,Aparelho geniturinário,497637.37
2021-09,Lisboa,Medicação antialérgica,197408.16
2021-09,Lisboa,Medicamentos anti-infecciosos,1017227.04
2021-09,Norte,Aparelho cardiovascular,6437908.45
2021-09,Norte,Aparelho digestivo,1172927.85
2021-09,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,12236202.45
2021-09,Norte,Nutrição e metabolismo,107305.68
2021-09,Norte,Sistema nervoso central,7178585.3
2021-10,Alentejo,Aparelho digestivo,147680.54
2021-10,Alentejo,Aparelho respiratório,275259.28
2021-10,Alentejo,Correctivos da volémia e das alterações electrolíticas,372.65
2021-10,Alentejo,Medicamentos usados em afecções cutâneas,30241.32
2021-10,Alentejo,Medicamentos usados em afecções oculares,97493.79
2021-10,Alentejo,Medicamentos usados no tratamento de intoxicações,7918.66
2021-10,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1408281.69
2021-10,Algarve,Medicamentos usados em afecções oculares,95779.53
2021-10,Algarve,Vacinas e imunoglobulinas,33013.57
2021-10,Centro,Aparelho digestivo,827629.25
2021-10,Centro,Medicamentos usados em afecções cutâneas,236137.13
2021-10,Centro,Medicamentos usados em afecções otorrinolaringológicas,101620.91
2021-10,Lisboa,Medicamentos usados no tratamento de intoxicações,42143.17
2021-10,Norte,Aparelho geniturinário,566398.2
2021-10,Norte,Correctivos da volémia e das alterações electrolíticas,3419.39
2021-10,Norte,Medicamentos usados em afecções cutâneas,353012.46
2021-10,Norte,Medicamentos usados em afecções otorrinolaringológicas,161321.06
2021-10,Norte,Sangue,4657690.94
2021-11,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1550641.21
2021-11,Alentejo,Medicamentos anti-infecciosos,125409.8
2021-11,Alentejo,Medicamentos usados no tratamento de intoxicações,7299.91
2021-11,Alentejo,Sistema nervoso central,1217558.23
2021-11,Algarve,Aparelho digestivo,120697.61
2021-11,Algarve,Correctivos da volémia e das alterações electrolíticas,167.03
2021-11,Algarve,Medicação antialérgica,22271.04
2021-11,Algarve,Medicamentos usados em afecções cutâneas,44402.81
2021-11,Algarve,Sangue,602139.25
2021-11,Algarve,Sistema nervoso central,995327.92
2021-11,Centro,Aparelho cardiovascular,5959490.86
2021-11,Centro,Aparelho digestivo,836674.25
2021-11,Centro,Medicamentos antineoplásicos e imunomoduladores,126605.76
2021-11,Centro,Medicamentos usados em afecções otorrinolaringológicas,113528.28
2021-11,Lisboa,Medicamentos anti-infecciosos,1235260.25
2021-11,Lisboa,Medicamentos usados em afecções oculares,1036711.38
2021-11,Norte,Aparelho cardiovascular,6799636.68
2021-11,Norte,Aparelho geniturinário,574592.91
2021-11,Norte,Aparelho respiratório,3010282.65
2021-11,Norte,Correctivos da volémia e das alterações electrolíticas,3826.56
2021-11,Norte,Medicamentos usados em afecções cutâneas,354015.14
2021-11,Norte,Sangue,4717424.26
2021-12,Alentejo,Aparelho cardiovascular,1100590.89
2021-12,Alentejo,Aparelho locomotor,162782.3
2021-12,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1579199.56
2021-12,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,14165.43
2021-12,Alentejo,Vacinas e imunoglobulinas,19097.38
2021-12,Algarve,Medicamentos usados em afecções oculares,92105.4
2021-12,Algarve,Medicamentos usados em afecções otorrinolaringológicas,17195.59
2021-12,Algarve,Medicamentos usados no tratamento de intoxicações,17982.16
2021-12,Centro,Aparelho digestivo,831455.1
2021-12,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,9338362.6
2021-12,Centro,Medicamentos anti-infecciosos,687763.18
2021-12,Centro,Medicamentos usados em afecções oculares,707946.65
2021-12,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,219381.56
2021-12,Lisboa,Sangue,5288440.42
2021-12,Lisboa,Vacinas e imunoglobulinas,267112.46
2021-12,Norte,Aparelho cardiovascular,6869846.46
2021-12,Norte,Aparelho locomotor,1200204.57
2021-12,Norte,Medicamentos anti-infecciosos,1085238.0
2021-12,Norte,Medicamentos usados em afecções oculares,720941.34
2021-12,Norte,Sangue,4783403.25
2021-12,Norte,Vacinas e imunoglobulinas,291247.95
2022-01,Norte,Aparelho respiratório,2935342.16
2022-01,Norte,Correctivos da volémia e das alterações electrolíticas,3547.28
2022-01,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,12994726.07
2022-01,Norte,Material de penso, hemostáticos locais, gases medicinais e outros produtos,44.37
2022-01,Norte,Medicamentos antineoplásicos e imunomoduladores,179101.67
2022-01,Norte,Nutrição e metabolismo,119079.78
2022-01,Lisboa,Aparelho respiratório,2930038.77
2022-01,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,12384676.53
2022-01,Lisboa,Medicação antialérgica,211394.11
2022-01,Centro,Correctivos da volémia e das alterações electrolíticas,4468.09
2022-01,Centro,Material de penso, hemostáticos locais, gases medicinais e outros produtos,12.77
2022-01,Centro,Sangue,4408219.88
2022-01,Algarve,Aparelho cardiovascular,875378.68
2022-01,Algarve,Medicamentos antineoplásicos e imunomoduladores,24395.97
2022-01,Algarve,Medicamentos usados em afecções cutâneas,39684.9
2022-01,Algarve,Medicamentos usados em afecções oculares,91709.74
2022-01,Alentejo,Aparelho cardiovascular,1078165.47
2022-01,Alentejo,Aparelho digestivo,146115.36
2022-01,Alentejo,Medicamentos anti-infecciosos,112191.81
2022-01,Alentejo,Medicamentos antineoplásicos e imunomoduladores,22468.96
2022-01,Alentejo,Nutrição e metabolismo,13598.83
2022-01,Alentejo,Vacinas e imunoglobulinas,12510.23
2022-02,Norte,Aparelho respiratório,2707295.2
2022-02,Norte,Medicação antialérgica,139701.33
2022-02,Norte,Medicamentos anti-infecciosos,956810.55
2022-02,Norte,Medicamentos usados em afecções oculares,678193.86
2022-02,Norte,Nutrição e metabolismo,116912.56
2022-02,Norte,Sistema nervoso central,6833672.24
2022-02,Lisboa,Aparelho geniturinário,502147.2
2022-02,Lisboa,Aparelho locomotor,1231536.36
2022-02,Lisboa,Medicamentos usados em afecções cutâneas,360309.74
2022-02,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,194999.61
2022-02,Lisboa,Medicamentos usados no tratamento de intoxicações,50339.47
2022-02,Lisboa,Nutrição e metabolismo,105320.62
2022-02,Centro,Aparelho geniturinário,482353.28
2022-02,Centro,Aparelho respiratório,1809830.42
2022-02,Centro,Material de penso, hemostáticos locais, gases medicinais e outros produtos,33.06
2022-02,Algarve,Aparelho digestivo,111685.83
2022-02,Algarve,Medicamentos antineoplásicos e imunomoduladores,20275.86
2022-02,Algarve,Medicamentos usados em afecções oculares,88619.12
2022-02,Algarve,Medicamentos usados no tratamento de intoxicações,2655.7
2022-02,Algarve,Nutrição e metabolismo,11096.69
2022-02,Algarve,Sangue,566220.84
2022-02,Alentejo,Aparelho locomotor,156375.82
2022-02,Alentejo,Medicamentos antineoplásicos e imunomoduladores,19361.52
2022-03,Norte,Sistema nervoso central,7770513.16
2022-03,Lisboa,Aparelho digestivo,1254771.61
2022-03,Lisboa,Medicação antialérgica,269807.3
2022-03,Lisboa,Medicamentos usados em afecções oculares,1071608.99
2022-03,Centro,Medicamentos anti-infecciosos,792603.9
2022-03,Centro,Medicamentos usados em afecções oculares,756366.72
2022-03,Centro,Nutrição e metabolismo,92790.52
2022-03,Centro,Sistema nervoso central,6428156.22
2022-03,Algarve,Sangue,658292.58
2022-03,Alentejo,Aparelho digestivo,163039.42
2022-03,Alentejo,Aparelho locomotor,178033.86
2022-03,Alentejo,Correctivos da volémia e das alterações electrolíticas,596.77
2022-03,Alentejo,Medicamentos usados no tratamento de intoxicações,15363.6
2022-03,Alentejo,Vacinas e imunoglobulinas,6991.24
2020-03,Alentejo,Aparelho digestivo,182770.6
2020-04,Norte,Aparelho cardiovascular,5557870.36
2020-04,Norte,Aparelho locomotor,822250.93
2020-04,Norte,Aparelho respiratório,2704392.35
2020-04,Norte,Medicamentos anti-infecciosos,612101.3
2020-04,Norte,Medicamentos usados em afecções otorrinolaringológicas,58460.21
2020-04,Lisboa,Medicamentos antineoplásicos e imunomoduladores,211715.63
2020-04,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,91923.57
2020-04,Lisboa,Não Carregado,537.86
2020-04,Lisboa,Sangue,4206104.41
2020-04,Centro,Aparelho respiratório,1872008.79
